help;Name;voivod 98;type;patronizium;laufzeit;signatur;scans;link;lat;lon;Woiwod2026;Relevanz Ditt
Świebodzice_wałbrzyskie;Świebodzice;wałbrzyskie;urząd stanu cywilnego;;1857-1944;82/1539/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90146#;50.859573;16.3196056;Podkarpackie, Świętokrzyskie,  Lubelskie/Mazowieckie;0
Świebodzice_wałbrzyskie;Świebodzice;wałbrzyskie;urząd stanu cywilnego;;1946 - 1977;84/1557/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163914#;50.859573;16.3196056;Warmińsko-Mazurskie;0
Świebodzin_zielonogórskie;Świebodzin;zielonogórskie;urząd stanu cywilnego;;1946-1969;89/2818/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163313#;52.2498357;15.5324973;Dolnośląskie;1
Świebodzin_zielonogórskie;Świebodzin;zielonogórskie;urząd stanu cywilnego;;[1855] 1874-1945 [1976];89/152/0;16595;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63211#;52.2498357;15.5324973;Opolskie;1
Świecie nad Osą_toruńskie;Świecie nad Osą;toruńskie;urząd stanu cywilnego;;1874-1936;69/1237/0;5113;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103491#;53.4441995;19.1066095;Mazowieckie;0
Świecie nad Osą_toruńskie;Świecie nad Osą;toruńskie;urząd stanu cywilnego;;1936 [1951];69/1928/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/158334#;53.4441995;19.1066095;Warmińsko-Mazurskie;0
Świecie_bydgoskie;Świecie;bydgoskie;urząd stanu cywilnego;;;kein Bestand;0;0;53.4072518;18.4455253;Pomorskie;0
Świecie_bydgoskie;Świecie;bydgoskie;urząd stanu cywilnego;;1874-1936, 1942;6/1779/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146480#;53.4072518;18.4455253;Śląskie, Małopolskie,  Opolskie;1
Świecie_bydgoskie;Świecie;bydgoskie;urząd stanu cywilnego;;;kein Bestand;0;0;53.4072518;18.4455253;Wielkopolskie, Łódzkie;1
Świecie_jeleniogórskie;Świecie;jeleniogórskie;urząd stanu cywilnego;;1874 - 1938;86/216/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84478#;50.9876609;15.2896788;Dolnośląskie;1
Święciechowa_leszczyńskie;Święciechowa;leszczyńskie;urząd stanu cywilnego;;1874-1944;34/448/0;6529;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/27394#;51.8548333;16.4971114;Mazowieckie;0
Święcko_wałbrzyskie;Święcko;wałbrzyskie;urząd stanu cywilnego;;1874-1938;82/1698/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90305#;50.4978858;16.585929;Wielkopolskie;1
Świedziebnia_toruńskie;Świedziebnia;toruńskie;urząd stanu cywilnego;;1940-1940;69/1893/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104270#;53.1523277;19.5582979;Warmińsko-Mazurskie;0
Świekatówko_bydgoskie;Świekatówko;bydgoskie;urząd stanu cywilnego;;1874-1907;6/1777/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146479#;53.4294444;18.0938889;Warmińsko-Mazurskie;0
Świekatowo_bydgoskie;Świekatowo;bydgoskie;urząd stanu cywilnego;;1874-1905;6/1776/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146478#;53.4191287;18.0910791;Kujawsko-Pomorskie;1
Świeradów-Zdrój_jeleniogórskie;Świeradów-Zdrój;jeleniogórskie;urząd stanu cywilnego;;1874-1945;83/80/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86247#;50.9093388;15.3332153;Kujawsko-Pomorskie;1
Świerczów_opolskie;Świerczów;opolskie;urząd stanu cywilnego;;;kein Bestand;0;0;50.9597722;17.7587552;Pomorskie;0
Świerki_wałbrzyskie;Świerki;wałbrzyskie;urząd stanu cywilnego;;1874-1943;82/1590/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90197#;50.6328513;16.4318802;Warmińsko-Mazurskie;0
Świerkocin_gorzowskie;Świerkocin;gorzowskie;urząd stanu cywilnego;;1874-1938;66/898/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/36352#;52.6532569;14.9985738;Opolskie;1
Świerzawa_jeleniogórskie;Świerzawa;jeleniogórskie;urząd stanu cywilnego;;1874 - 1944;85/36/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87057#;51.0150774;15.8920701;Dolnośląskie;1
Święta Katarzyna_wrocławskie;Święta Katarzyna;wrocławskie;urząd stanu cywilnego;;;82/1456/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90063#;51.0263705;17.1113372;Śląskie, Małopolskie,  Opolskie;1
Święte_toruńskie;Święte;toruńskie;urząd stanu cywilnego;;1874-1935;69/1238/0;4394;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103492#;53.4637534;18.5887502;Śląskie, Małopolskie,  Opolskie;1
Świętno_zielonogórskie;Świętno;zielonogórskie;urząd stanu cywilnego;;[1893] 1920-1935;89/2665/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160390#;52.8690674;15.469486;Kujawsko-Pomorskie;1
Świętno_zielonogórskie;Świętno;zielonogórskie;urząd stanu cywilnego;;1955-1959;89/2832/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163461#;52.8690674;15.469486;Kujawsko-Pomorskie,  Wielkopolskie;1
Świętno_zielonogórskie;Świętno;zielonogórskie;urząd stanu cywilnego;;1874-1938;89/280/0;1354;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63366#;52.8690674;15.469486;Śląskie, Małopolskie,  Opolskie;1
Świętoszów_jeleniogórskie;Świętoszów;jeleniogórskie;urząd stanu cywilnego;;1946-1974;89/2839/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163473#;51.4738661;15.3929332;Lubuskie,  Dolnośląskie;1
Świętoszów_jeleniogórskie;Świętoszów;jeleniogórskie;urząd stanu cywilnego;;1920-1920;89/329/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63415#;51.4738661;15.3929332;Pomorskie;0
Świniary_poznańskie;Świniary;poznańskie;urząd stanu cywilnego;;1892-1924;53/4773/0;4100;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/20405#;52.6782;17.43921;Warmińsko-Mazurskie, Pomorskie;0
Świniary_wrocławskie;Świniary;wrocławskie;urząd stanu cywilnego;;1877-1909;82/1481/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90088#;51.5765141;16.76497;Kujawsko-Pomorskie;1
Swobnica_szczecińskie;Swobnica;szczecińskie;urząd stanu cywilnego;;1874-1938;65/654/0;319;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69087#;53.0389376;14.6239868;Kujawsko-Pomorskie;1
Swojczyce_wrocławskie;Swojczyce;wrocławskie;urząd stanu cywilnego;;1874-1912;82/1449/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90056#;51.112925;17.1250559;Kujawsko-Pomorskie;1
Sypniewo_bydgoskie;Sypniewo;bydgoskie;urząd stanu cywilnego;;1936-1939;6/3259/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/158240#;53.3708998;17.3249578;Lubuskie,  Dolnośląskie;1
Sypniewo_bydgoskie;Sypniewo;bydgoskie;urząd stanu cywilnego;;1874-1934;6/1784/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146485#;53.3708998;17.3249578;Wielkopolskie, Zachodniopomorskie;1
Szalejów Dolny_wałbrzyskie;Szalejów Dolny;wałbrzyskie;urząd stanu cywilnego;;1874-1938;82/1637/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90244#;50.4250496;16.5840547;Mazowieckie,  Świętokrzyskie;0
Szalejów Górny_wałbrzyskie;Szalejów Górny;wałbrzyskie;urząd stanu cywilnego;;1874-1938;82/1648/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90255#;50.4276214;16.5446755;Kujawsko-Pomorskie;1
Szamocin_pilskie;Szamocin;pilskie;urząd stanu cywilnego;;1874 - 1935;55/575/0;16019;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23411#;53.0290045;17.1217202;Łódzkie;0
Szamocin_pilskie;Szamocin;pilskie;urząd stanu cywilnego;;1874 - 1935;55/574/0;23043;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23814#;53.0290045;17.1217202;Wielkopolskie, Zachodniopomorskie;1
Szamotuły_poznańskie;Szamotuły;poznańskie;urząd stanu cywilnego;miasto;1874-1939;53/1957/0;18059;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/17065#;52.6120328;16.5831241;Dolnośląskie;1
Szamotuły_poznańskie;Szamotuły;poznańskie;urząd stanu cywilnego;obwód wiejski;1874-1907;53/1958/0;21169;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/17066#;52.6120328;16.5831241;Warmińsko-Mazurskie;0
Szarocin_jeleniogórskie;Szarocin;jeleniogórskie;urząd stanu cywilnego;;1874-1941;83/281/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86477#;50.7704704;15.9280215;Pomorskie;0
Szczaniec_zielonogórskie;Szczaniec;zielonogórskie;urząd stanu cywilnego;;1946-1967;89/2765/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163039#;52.2692546;15.6855248;Opolskie;1
Szczaniec_zielonogórskie;Szczaniec;zielonogórskie;urząd stanu cywilnego;;1874-1945 [1962];89/716/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63900#;52.2692546;15.6855248;Opolskie;1
Szczawienko_wałbrzyskie;Szczawienko;wałbrzyskie;urząd stanu cywilnego;;1874-1944;82/1635/0;11716;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90242#;50.819505;16.2933986;Podlaskie, Warmińsko-Mazurskie;0
Szczawno-Zdrój_wałbrzyskie;Szczawno-Zdrój;wałbrzyskie;urząd stanu cywilnego;;1874-1943;82/1647/0;29773;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90254#;50.8008062;16.2515692;Warmińsko-Mazurskie;0
Szczecin II_szczecińskie;Szczecin II;szczecińskie;urząd stanu cywilnego;;1902-1937;65/1389/0;54757;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69775#;53.4045714;14.7130035;Opolskie;1
Szczecin III_szczecińskie;Szczecin III;szczecińskie;urząd stanu cywilnego;;1902-1937;65/1390/0;97277;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69776#;53.3819949;14.6575222;Lubuskie, Zachodniopomorskie;1
Szczecin_szczecińskie;Szczecin;szczecińskie;urząd stanu cywilnego;;1874-1901;65/672/0;245564;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69105#;53.4301818;14.5509623;Kujawsko-Pomorskie;1
Szczedrzyk_opolskie;Szczedrzyk;opolskie;urząd stanu cywilnego;;1874-1944;45/1025/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45515#;50.7030895;18.1524039;Dolnośląskie;1
Szczepanów_wałbrzyskie;Szczepanów;wałbrzyskie;urząd stanu cywilnego;;1874-1942;82/1710/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90317#;51.1991737;16.6105092;Dolnośląskie;1
Szczepanowice_opolskie;Szczepanowice;opolskie;urząd stanu cywilnego;;1874-1943 [1952];45/1026/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45516#;50.6579025;17.8920724;Opolskie;1
Szczytna_wałbrzyskie;Szczytna;wałbrzyskie;urząd stanu cywilnego;;1874-1942;82/1682/0;2704;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90289#;50.4169281;16.4408185;Dolnośląskie;1
Szczytniki Duchowne_poznańskie;Szczytniki Duchowne;poznańskie;urząd stanu cywilnego;;1888-1935;53/3233/0;2448;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/18725#;52.51853;17.67192;Wielkopolskie;1
Szembruczek_toruńskie;Szembruczek;toruńskie;urząd stanu cywilnego;;1874-1935 [1947, 1978, 1991];69/1232/0;4400;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103486#;53.56118;18.99485;Dolnośląskie;1
Szembruk_toruńskie;Szembruk;toruńskie;urząd stanu cywilnego;;1874-1935;69/1233/0;4779;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103487#;53.5635188;19.0248179;Wielkopolskie;1
Szklarska Poręba_jeleniogórskie;Szklarska Poręba;jeleniogórskie;urząd stanu cywilnego;;1874-1943;83/352/0;8413;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86548#;50.8268011;15.5221261;Wielkopolskie, Łódzkie;1
Szklary Dolne_legnickie;Szklary Dolne;legnickie;urząd stanu cywilnego;;1874 - 1938;85/294/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87386#;51.4251433;16.040453;Lubuskie,  Dolnośląskie;1
Szklary Górne_legnickie;Szklary Górne;legnickie;urząd stanu cywilnego;;1874 - 1932;85/293/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87385#;51.4407476;16.0928012;Lubuskie,  Dolnośląskie;1
Szklary_opolskie;Szklary;opolskie;urząd stanu cywilnego;;1874-1943;45/834/0;1912;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45326#;50.6040219;17.1775712;Dolnośląskie;1
Szklary_opolskie;Szklary;opolskie;urząd stanu cywilnego;;1955-1959;45/3780/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160284#;50.6040219;17.1775712;Śląskie, Małopolskie,  Opolskie;1
Szlachcin_poznańskie;Szlachcin;poznańskie;urząd stanu cywilnego;;1874-1928, 1964-1965;53/1960/0;8858;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/17068#;52.2132655;17.3823835;Dolnośląskie;1
Szonowo_toruńskie;Szonowo;toruńskie;urząd stanu cywilnego;;1874-1935;69/1234/0;3300;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103488#;53.5139045;19.1477012;Dolnośląskie;1
Szpetal Górny_włocławskie;Szpetal Górny;włocławskie;urząd stanu cywilnego;;1753-1915;71/376/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104647#;52.6832431;19.1000007;Kujawsko-Pomorskie;1
Szpital_bydgoskie;Szpital;bydgoskie;urząd stanu cywilnego;;1891 - 1934;7/661/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/144324#;52.8223347;18.4475118;Kujawsko-Pomorskie;1
Szprotawa_zielonogórskie;Szprotawa;zielonogórskie;urząd stanu cywilnego;;1874-1940;89/169/0;8624;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63252#;51.5650714;15.5367584;Kujawsko-Pomorskie;1
Szprotawa_zielonogórskie;Szprotawa;zielonogórskie;urząd stanu cywilnego;;1766-1913;89/956/0;3912;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/64134#;51.5650714;15.5367584;Kujawsko-Pomorskie;1
Szubin_bydgoskie;Szubin;bydgoskie;urząd stanu cywilnego;obwód wiejski II;1874-1913 [1944];6/1796/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146496#;53.0117503;17.7439402;Dolnośląskie;1
Szubin_bydgoskie;Szubin;bydgoskie;urząd stanu cywilnego;obwód wiejski I;1874-1913 [1919,1927];6/1795/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/147862#;53.0117503;17.7439402;Opolskie;1
Szubin_bydgoskie;Szubin;bydgoskie;urząd stanu cywilnego;;1936-1939;6/3270/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/158752#;53.0117503;17.7439402;Śląskie, Małopolskie,  Opolskie;1
Szubin_bydgoskie;Szubin;bydgoskie;urząd stanu cywilnego;miasto;1874-1935;6/1792/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146493#;53.0117503;17.7439402;Śląskie, Opolskie, Łódzkie, Świętokrzyskie;1
Szwecja_pilskie;Szwecja;pilskie;urząd stanu cywilnego;;1874 - 1937;55/597/0;1573;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23429#;53.3475091;16.5708538;Dolnośląskie;1
Szyba_zielonogórskie;Szyba;zielonogórskie;urząd stanu cywilnego;;1957-1957;89/2956/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/167762#;51.6695079;15.6887984;Lubelskie;0
Szybowice_opolskie;Szybowice;opolskie;urząd stanu cywilnego;;1874-1938 [2009];45/1058/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45548#;50.3526521;17.4866564;Mazowieckie,  Świętokrzyskie;0
Szydłowice_opolskie;Szydłowice;opolskie;urząd stanu cywilnego;;1874-1938;45/781/0;7587;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45273#;50.9126781;17.4689016;Wielkopolskie, Dolnośląskie;1
Szydłowiec_opolskie;Szydłowiec;opolskie;urząd stanu cywilnego;;1874-1938;45/948/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45439#;50.6770711;17.6059279;Mazowieckie;0
Szydłowo_pilskie;Szydłowo;pilskie;urząd stanu cywilnego;;1874 - 1934;55/596/0;1507;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23428#;53.1625747;16.6120029;Lubuskie,  Dolnośląskie;1
Szymanów_wałbrzyskie;Szymanów;wałbrzyskie;urząd stanu cywilnego;;1874-1937;82/1704/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90311#;50.9987336;16.7200474;Lubuskie,  Dolnośląskie;1
Szymiszów_opolskie;Szymiszów;opolskie;urząd stanu cywilnego;;1873-1873;45/3346/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47849#;50.5177;18.2484683;Dolnośląskie;1
Szymiszów_opolskie;Szymiszów;opolskie;urząd stanu cywilnego;;1874-1944;45/1081/0;167;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45571#;50.5177;18.2484683;Świętokrzyskie, Mazowieckie,  Łódzkie;0
Szymonków_opolskie;Szymonków;opolskie;urząd stanu cywilnego;;1874-1938;45/884/0;2758;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45375#;51.0944271;17.976903;Pomorskie;0
Szynwałd_bydgoskie;Szynwałd;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1627/0;6517;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146337#;53.5822759;19.1011875;Wielkopolskie, Dolnośląskie;1
Szynych_toruńskie;Szynych;toruńskie;urząd stanu cywilnego;;1874-1940 [1978, 1980];69/1236/0;6899;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103490#;53.4219713;18.663088;Dolnośląskie;1
Szyszkowa_jeleniogórskie;Szyszkowa;jeleniogórskie;urząd stanu cywilnego;;1874 - 1938;86/214/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84476#;51.05698;15.27456;Wielkopolskie, Łódzkie;1
Tanowo_szczecińskie;Tanowo;szczecińskie;urząd stanu cywilnego;;1875-1935;65/682/0;246;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69115#;53.5408392;14.4670656;Zachodniopomorskie,  Lubuskie;1
Targoszyn_legnickie;Targoszyn;legnickie;urząd stanu cywilnego;;1875 - 1937;85/623/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87715#;51.03099;16.306444;Dolnośląskie;1
Tarnogaj_wrocławskie;Tarnogaj;wrocławskie;urząd stanu cywilnego;;1875-1877;82/1433/0;342;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90040#;51.080161;17.062339;Dolnośląskie;1
Tarnów Grodkowski_opolskie;Tarnów Grodkowski;opolskie;urząd stanu cywilnego;;1955-1959;45/3767/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160271#;50.7037335;17.3989979;Wielkopolskie;1
Tarnów Opolski_opolskie;Tarnów Opolski;opolskie;urząd stanu cywilnego;;1945;45/3721/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/158464#;50.5803405;18.0827155;Lubuskie, Zachodniopomorskie;1
Tarnów Opolski_opolskie;Tarnów Opolski;opolskie;urząd stanu cywilnego;;1875-1938;45/1029/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45519#;50.5803405;18.0827155;Śląskie, Małopolskie,  Opolskie;1
Tarnów_gorzowskie;Tarnów;gorzowskie;urząd stanu cywilnego;;1874-1944;66/431/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35879#;51.7755566;14.8700426;Zachodniopomorskie,  Lubuskie;1
Tarnówka_pilskie;Tarnówka;pilskie;urząd stanu cywilnego;;1874 - 1931;55/639/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23464#;52.126713;18.8364055;Opolskie;1
Tarnowo Podgórne_poznańskie;Tarnowo Podgórne;poznańskie;urząd stanu cywilnego;;1936-1941;53/5803/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160811#;52.4657445;16.6664446;Opolskie;1
Tarnowo_szczecińskie;Tarnowo;szczecińskie;urząd stanu cywilnego;;1874-1937;65/656/0;239;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69089#;52.99211;14.82033;Opolskie;1
Taszewo_bydgoskie;Taszewo;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1658/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146366#;53.5002775;18.5057711;Kujawsko-Pomorskie;1
Tłuchowo_włocławskie;Tłuchowo;włocławskie;urząd stanu cywilnego;;"1788-1807; 1808-1924";71/377/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104648#;52.7468311;19.4672663;Kujawsko-Pomorskie,  Wielkopolskie;1
Tłumaczów_wałbrzyskie;Tłumaczów;wałbrzyskie;urząd stanu cywilnego;;1874-1943;82/1717/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90324#;50.55458;16.4321101;Dolnośląskie;1
Tłustomosty_opolskie;Tłustomosty;opolskie;urząd stanu cywilnego;;1874-1938;45/823/0;2578;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45315#;50.1134158;18.0595526;Opolskie;1
Tłustoręby_opolskie;Tłustoręby;opolskie;urząd stanu cywilnego;;1874-1938;45/941/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45432#;50.6566236;17.4927464;Opolskie;1
Tomaszów Bolesławiecki_legnickie;Tomaszów Bolesławiecki;legnickie;urząd stanu cywilnego;;1876 - 1941;86/256/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84518#;51.2603326;15.6823142;Dolnośląskie;1
Tomice_wałbrzyskie;Tomice;wałbrzyskie;urząd stanu cywilnego;;1874-1926;82/1714/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90321#;50.6565611;16.8414265;Dolnośląskie;1
Toniszewo_pilskie;Toniszewo;pilskie;urząd stanu cywilnego;;1874 - 1935;55/606/0;7177;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23436#;52.8929916;17.188248;Wielkopolskie, Zachodniopomorskie;1
Topola_wałbrzyskie;Topola;wałbrzyskie;urząd stanu cywilnego;;1874-1938;82/1671/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90278#;50.5018324;16.9222268;Dolnośląskie;1
Topolno_bydgoskie;Topolno;bydgoskie;urząd stanu cywilnego;;1874-1914,1935;6/1657/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146365#;53.2927842;18.3024362;Kujawsko-Pomorskie;1
Toporów_zielonogórskie;Toporów;zielonogórskie;urząd stanu cywilnego;;1945-1967;89/788/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63971#;52.26574;15.25932;Lubuskie,  Dolnośląskie;1
Toruń_toruńskie;Toruń;toruńskie;urząd stanu cywilnego;;1874-1939 [1949, 1954-1956, 1979];69/1240/0;72249;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103494#;53.0102721;18.6048094;Kujawsko-Pomorskie;1
Torzym_zielonogórskie;Torzym;zielonogórskie;urząd stanu cywilnego;;1946-1984;89/2975/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/170068#;52.3138586;15.0828279;Lubuskie,  Dolnośląskie;1
Trąbin_włocławskie;Trąbin;włocławskie;urząd stanu cywilnego;;1751-1914;71/378/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104649#;53.0929535;19.2719295;Wielkopolskie, Łódzkie;1
Trawniki_opolskie;Trawniki;opolskie;urząd stanu cywilnego;;1874-1940;45/918/0;4891;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45409#;50.3111424;17.9809742;Pomorskie;0
Trzcianka_pilskie;Trzcianka;pilskie;urząd stanu cywilnego;;1874 - 1945;55/576/0;16105;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23412#;53.041755;16.4614788;Wielkopolskie, Zachodniopomorskie;1
Trzcianka_pilskie;Trzcianka;pilskie;urząd stanu cywilnego;;1874 - 1934;55/577/0;12335;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23413#;53.041755;16.4614788;Wielkopolskie, Zachodniopomorskie;1
Trzciel_gorzowskie;Trzciel;gorzowskie;urząd stanu cywilnego;;1874-1920;66/482/0;12882;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35930#;52.365166;15.873213;Lubuskie, Zachodniopomorskie;1
Trzcielin_poznańskie;Trzcielin;poznańskie;urząd stanu cywilnego;;1874-1884;53/1969/0;841;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/17079#;52.3213576;16.6787206;Wielkopolskie;1
Trzcińsko Zdrój_szczecińskie;Trzcińsko Zdrój;szczecińskie;urząd stanu cywilnego;;1874-1937;65/797/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69224#;52.9660381;14.6075982;Zachodniopomorskie,  Lubuskie;1
Trzcińsko_jeleniogórskie;Trzcińsko;jeleniogórskie;urząd stanu cywilnego;;1876-1938;83/263/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86459#;50.8725446;15.8795364;Dolnośląskie;1
Trzebiatów_szczecińskie;Trzebiatów;szczecińskie;urząd stanu cywilnego;;1874-1945;65/315/0;49085;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68293#;54.062627;15.2656577;Zachodniopomorskie,  Lubuskie;1
Trzebicko_wrocławskie;Trzebicko;wrocławskie;urząd stanu cywilnego;;1938-1942;82/2629/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/166955#;51.5998129;17.3881405;Dolnośląskie;1
Trzebiechów_zielonogórskie;Trzebiechów;zielonogórskie;urząd stanu cywilnego;;1874-1943;89/153/0;1987;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63212#;52.0226174;15.7357566;Lubuskie,  Dolnośląskie;1
Trzebiel_zielonogórskie;Trzebiel;zielonogórskie;urząd stanu cywilnego;domena;1874-1937;89/276/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63362#;51.6350388;14.8183696;Lubuskie,  Dolnośląskie;1
